# ŦаƄȴℯ τᴏ ¢օƞνеɼȶ սηіҫօɗе ƈᴑȡe ρoɨոƭʂ ȶဝ ʈɦℯⅈг ɳeẚɼℯѕŧ ᗅЅСƗІ homoglyph
# Copyright (c) 2011-2026 Cristian Martinez <me-at-martinec.org>
#
# This data is released under the LGPLLR license. You can use it in commercial
# and non-commercial code with attribution. See http://spdx.org/licenses/LGPLLR
#
# Note:
# The rules to convert accented characters to their unaccented version are
# omitted. Unaccented characters can be obtained by removing the Combining
# Diacritical Marks from canonical mappings containg two-codepoints in the
# form <unaccented character> <combining diacritical mark>
#
# Format:
# <code point>;<normalization>;(glyph) (normalization);(glyph name) (normalization)
0584;0070;(ք) (p);(ARMENIAN SMALL LETTER KEH) (LATIN SMALL LETTER P)
1D56;0070;(ᵖ) (p);(MODIFIER LETTER SMALL P) (LATIN SMALL LETTER P)
2374;0070;(⍴) (p);(APL FUNCTIONAL SYMBOL RHO) (LATIN SMALL LETTER P)
24DF;0070;(ⓟ) (p);(CIRCLED LATIN SMALL LETTER P) (LATIN SMALL LETTER P)
2CA3;0070;(ⲣ) (p);(COPTIC SMALL LETTER RO) (LATIN SMALL LETTER P)
3376;0070 0063;(㍶) (pc);(SQUARE PC) (LATIN SMALL LETTER P  LATIN SMALL LETTER C)
3380;0070 0041;(㎀) (pA);(SQUARE PA AMPS) (LATIN SMALL LETTER P  LATIN CAPITAL LETTER A)
338A;0070 0046;(㎊) (pF);(SQUARE PF) (LATIN SMALL LETTER P  LATIN CAPITAL LETTER F)
33B0;0070 0073;(㎰) (ps);(SQUARE PS) (LATIN SMALL LETTER P  LATIN SMALL LETTER S)
33B4;0070 0056;(㎴) (pV);(SQUARE PV) (LATIN SMALL LETTER P  LATIN CAPITAL LETTER V)
33BA;0070 0057;(㎺) (pW);(SQUARE PW) (LATIN SMALL LETTER P  LATIN CAPITAL LETTER W)
33D8;0070 002E 006D 002E;(㏘) (p.m.);(SQUARE PM) (LATIN SMALL LETTER P  FULL STOP  LATIN SMALL LETTER M  FULL STOP)
FF50;0070;(ｐ) (p);(FULLWIDTH LATIN SMALL LETTER P) (LATIN SMALL LETTER P)
1D429;0070;(𝐩) (p);(MATHEMATICAL BOLD SMALL P) (LATIN SMALL LETTER P)
1D45D;0070;(𝑝) (p);(MATHEMATICAL ITALIC SMALL P) (LATIN SMALL LETTER P)
1D491;0070;(𝒑) (p);(MATHEMATICAL BOLD ITALIC SMALL P) (LATIN SMALL LETTER P)
1D4C5;0070;(𝓅) (p);(MATHEMATICAL SCRIPT SMALL P) (LATIN SMALL LETTER P)
1D4F9;0070;(𝓹) (p);(MATHEMATICAL BOLD SCRIPT SMALL P) (LATIN SMALL LETTER P)
1D52D;0070;(𝔭) (p);(MATHEMATICAL FRAKTUR SMALL P) (LATIN SMALL LETTER P)
1D561;0070;(𝕡) (p);(MATHEMATICAL DOUBLE-STRUCK SMALL P) (LATIN SMALL LETTER P)
1D595;0070;(𝖕) (p);(MATHEMATICAL BOLD FRAKTUR SMALL P) (LATIN SMALL LETTER P)
1D5C9;0070;(𝗉) (p);(MATHEMATICAL SANS-SERIF SMALL P) (LATIN SMALL LETTER P)
1D5FD;0070;(𝗽) (p);(MATHEMATICAL SANS-SERIF BOLD SMALL P) (LATIN SMALL LETTER P)
1D631;0070;(𝘱) (p);(MATHEMATICAL SANS-SERIF ITALIC SMALL P) (LATIN SMALL LETTER P)
1D665;0070;(𝙥) (p);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P) (LATIN SMALL LETTER P)
1D699;0070;(𝚙) (p);(MATHEMATICAL MONOSPACE SMALL P) (LATIN SMALL LETTER P)
1D6D2;0070;(𝛒) (p);(MATHEMATICAL BOLD SMALL RHO) (LATIN SMALL LETTER P)
1D6E0;0070;(𝛠) (p);(MATHEMATICAL BOLD RHO SYMBOL) (LATIN SMALL LETTER P)
1D70C;0070;(𝜌) (p);(MATHEMATICAL ITALIC SMALL RHO) (LATIN SMALL LETTER P)
1D71A;0070;(𝜚) (p);(MATHEMATICAL ITALIC RHO SYMBOL) (LATIN SMALL LETTER P)
1D746;0070;(𝝆) (p);(MATHEMATICAL BOLD ITALIC SMALL RHO) (LATIN SMALL LETTER P)
1D754;0070;(𝝔) (p);(MATHEMATICAL BOLD ITALIC RHO SYMBOL) (LATIN SMALL LETTER P)
1D780;0070;(𝞀) (p);(MATHEMATICAL SANS-SERIF BOLD SMALL RHO) (LATIN SMALL LETTER P)
1D78E;0070;(𝞎) (p);(MATHEMATICAL SANS-SERIF BOLD RHO SYMBOL) (LATIN SMALL LETTER P)
1D7BA;0070;(𝞺) (p);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL RHO) (LATIN SMALL LETTER P)
1D7C8;0070;(𝟈) (p);(MATHEMATICAL SANS-SERIF BOLD ITALIC RHO SYMBOL) (LATIN SMALL LETTER P)
02A0;0071;(ʠ) (q);(LATIN SMALL LETTER Q WITH HOOK) (LATIN SMALL LETTER Q)
051B;0071;(ԛ) (q);(CYRILLIC SMALL LETTER QA) (LATIN SMALL LETTER Q)
0563;0071;(գ) (q);(ARMENIAN SMALL LETTER GIM) (LATIN SMALL LETTER Q)
0566;0071;(զ) (q);(ARMENIAN SMALL LETTER ZA) (LATIN SMALL LETTER Q)
24E0;0071;(ⓠ) (q);(CIRCLED LATIN SMALL LETTER Q) (LATIN SMALL LETTER Q)
FF51;0071;(ｑ) (q);(FULLWIDTH LATIN SMALL LETTER Q) (LATIN SMALL LETTER Q)
1D42A;0071;(𝐪) (q);(MATHEMATICAL BOLD SMALL Q) (LATIN SMALL LETTER Q)
1D45E;0071;(𝑞) (q);(MATHEMATICAL ITALIC SMALL Q) (LATIN SMALL LETTER Q)
1D492;0071;(𝒒) (q);(MATHEMATICAL BOLD ITALIC SMALL Q) (LATIN SMALL LETTER Q)
1D4C6;0071;(𝓆) (q);(MATHEMATICAL SCRIPT SMALL Q) (LATIN SMALL LETTER Q)
1D4FA;0071;(𝓺) (q);(MATHEMATICAL BOLD SCRIPT SMALL Q) (LATIN SMALL LETTER Q)
1D52E;0071;(𝔮) (q);(MATHEMATICAL FRAKTUR SMALL Q) (LATIN SMALL LETTER Q)
1D562;0071;(𝕢) (q);(MATHEMATICAL DOUBLE-STRUCK SMALL Q) (LATIN SMALL LETTER Q)
1D596;0071;(𝖖) (q);(MATHEMATICAL BOLD FRAKTUR SMALL Q) (LATIN SMALL LETTER Q)
1D5CA;0071;(𝗊) (q);(MATHEMATICAL SANS-SERIF SMALL Q) (LATIN SMALL LETTER Q)
1D5FE;0071;(𝗾) (q);(MATHEMATICAL SANS-SERIF BOLD SMALL Q) (LATIN SMALL LETTER Q)
1D632;0071;(𝘲) (q);(MATHEMATICAL SANS-SERIF ITALIC SMALL Q) (LATIN SMALL LETTER Q)
1D666;0071;(𝙦) (q);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Q) (LATIN SMALL LETTER Q)
1D69A;0071;(𝚚) (q);(MATHEMATICAL MONOSPACE SMALL Q) (LATIN SMALL LETTER Q)
027C;0072;(ɼ) (r);(LATIN SMALL LETTER R WITH LONG LEG) (LATIN SMALL LETTER R)
027D;0072;(ɽ) (r);(LATIN SMALL LETTER R WITH TAIL) (LATIN SMALL LETTER R)
027E;0072;(ɾ) (r);(LATIN SMALL LETTER R WITH FISHHOOK) (LATIN SMALL LETTER R)
02B3;0072;(ʳ) (r);(MODIFIER LETTER SMALL R) (LATIN SMALL LETTER R)
0433;0072;(г) (r);(CYRILLIC SMALL LETTER GHE) (LATIN SMALL LETTER R)
0491;0072;(ґ) (r);(CYRILLIC SMALL LETTER GHE WITH UPTURN) (LATIN SMALL LETTER R)
1D26;0072;(ᴦ) (r);(GREEK LETTER SMALL CAPITAL GAMMA) (LATIN SMALL LETTER R)
1D63;0072;(ᵣ) (r);(LATIN SUBSCRIPT SMALL LETTER R) (LATIN SMALL LETTER R)
24E1;0072;(ⓡ) (r);(CIRCLED LATIN SMALL LETTER R) (LATIN SMALL LETTER R)
2C85;0072;(ⲅ) (r);(COPTIC SMALL LETTER GAMMA) (LATIN SMALL LETTER R)
33AD;0072 0061 0064;(㎭) (rad);(SQUARE RAD) (LATIN SMALL LETTER R  LATIN SMALL LETTER A  LATIN SMALL LETTER D)
33AE;0072 0061 0064 002F 0073;(㎮) (rad/s);(SQUARE RAD OVER S) (LATIN SMALL LETTER R  LATIN SMALL LETTER A  LATIN SMALL LETTER D  SOLIDUS  LATIN SMALL LETTER S)
33AF;0072 0061 0064 002F 0073 0032;(㎯) (rad/s2);(SQUARE RAD OVER S SQUARED) (LATIN SMALL LETTER R  LATIN SMALL LETTER A  LATIN SMALL LETTER D  SOLIDUS  LATIN SMALL LETTER S  DIGIT TWO)
AB47;0072;(ꭇ) (r);(LATIN SMALL LETTER R WITHOUT HANDLE) (LATIN SMALL LETTER R)
AB48;0072;(ꭈ) (r);(LATIN SMALL LETTER DOUBLE R) (LATIN SMALL LETTER R)
FF52;0072;(ｒ) (r);(FULLWIDTH LATIN SMALL LETTER R) (LATIN SMALL LETTER R)
1D42B;0072;(𝐫) (r);(MATHEMATICAL BOLD SMALL R) (LATIN SMALL LETTER R)
1D45F;0072;(𝑟) (r);(MATHEMATICAL ITALIC SMALL R) (LATIN SMALL LETTER R)
1D493;0072;(𝒓) (r);(MATHEMATICAL BOLD ITALIC SMALL R) (LATIN SMALL LETTER R)
1D4C7;0072;(𝓇) (r);(MATHEMATICAL SCRIPT SMALL R) (LATIN SMALL LETTER R)
1D4FB;0072;(𝓻) (r);(MATHEMATICAL BOLD SCRIPT SMALL R) (LATIN SMALL LETTER R)
1D52F;0072;(𝔯) (r);(MATHEMATICAL FRAKTUR SMALL R) (LATIN SMALL LETTER R)
1D563;0072;(𝕣) (r);(MATHEMATICAL DOUBLE-STRUCK SMALL R) (LATIN SMALL LETTER R)
1D597;0072;(𝖗) (r);(MATHEMATICAL BOLD FRAKTUR SMALL R) (LATIN SMALL LETTER R)
1D5CB;0072;(𝗋) (r);(MATHEMATICAL SANS-SERIF SMALL R) (LATIN SMALL LETTER R)
1D5FF;0072;(𝗿) (r);(MATHEMATICAL SANS-SERIF BOLD SMALL R) (LATIN SMALL LETTER R)
1D633;0072;(𝘳) (r);(MATHEMATICAL SANS-SERIF ITALIC SMALL R) (LATIN SMALL LETTER R)
1D667;0072;(𝙧) (r);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL R) (LATIN SMALL LETTER R)
1D69B;0072;(𝚛) (r);(MATHEMATICAL MONOSPACE SMALL R) (LATIN SMALL LETTER R)
0282;0073;(ʂ) (s);(LATIN SMALL LETTER S WITH HOOK) (LATIN SMALL LETTER S)
02E2;0073;(ˢ) (s);(MODIFIER LETTER SMALL S) (LATIN SMALL LETTER S)
0455;0073;(ѕ) (s);(CYRILLIC SMALL LETTER DZE) (LATIN SMALL LETTER S)
24E2;0073;(ⓢ) (s);(CIRCLED LATIN SMALL LETTER S) (LATIN SMALL LETTER S)
33DB;0073 0072;(㏛) (sr);(SQUARE SR) (LATIN SMALL LETTER S  LATIN SMALL LETTER R)
A731;0073;(ꜱ) (s);(LATIN LETTER SMALL CAPITAL S) (LATIN SMALL LETTER S)
FB06;0073 0074;(ﬆ) (st);(LATIN SMALL LIGATURE ST) (LATIN SMALL LETTER S  LATIN SMALL LETTER T)
FF53;0073;(ｓ) (s);(FULLWIDTH LATIN SMALL LETTER S) (LATIN SMALL LETTER S)
10448;0073;(𐑈) (s);(DESERET SMALL LETTER ZHEE) (LATIN SMALL LETTER S)
118C1;0073;(𑣁) (s);(WARANG CITI SMALL LETTER A) (LATIN SMALL LETTER S)
1D42C;0073;(𝐬) (s);(MATHEMATICAL BOLD SMALL S) (LATIN SMALL LETTER S)
1D460;0073;(𝑠) (s);(MATHEMATICAL ITALIC SMALL S) (LATIN SMALL LETTER S)
1D494;0073;(𝒔) (s);(MATHEMATICAL BOLD ITALIC SMALL S) (LATIN SMALL LETTER S)
1D4C8;0073;(𝓈) (s);(MATHEMATICAL SCRIPT SMALL S) (LATIN SMALL LETTER S)
1D4FC;0073;(𝓼) (s);(MATHEMATICAL BOLD SCRIPT SMALL S) (LATIN SMALL LETTER S)
1D530;0073;(𝔰) (s);(MATHEMATICAL FRAKTUR SMALL S) (LATIN SMALL LETTER S)
1D564;0073;(𝕤) (s);(MATHEMATICAL DOUBLE-STRUCK SMALL S) (LATIN SMALL LETTER S)
1D598;0073;(𝖘) (s);(MATHEMATICAL BOLD FRAKTUR SMALL S) (LATIN SMALL LETTER S)
1D5CC;0073;(𝗌) (s);(MATHEMATICAL SANS-SERIF SMALL S) (LATIN SMALL LETTER S)
1D600;0073;(𝘀) (s);(MATHEMATICAL SANS-SERIF BOLD SMALL S) (LATIN SMALL LETTER S)
1D634;0073;(𝘴) (s);(MATHEMATICAL SANS-SERIF ITALIC SMALL S) (LATIN SMALL LETTER S)
1D668;0073;(𝙨) (s);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL S) (LATIN SMALL LETTER S)
1D69C;0073;(𝚜) (s);(MATHEMATICAL MONOSPACE SMALL S) (LATIN SMALL LETTER S)
0167;0074;(ŧ) (t);(LATIN SMALL LETTER T WITH STROKE) (LATIN SMALL LETTER T)
01AB;0074;(ƫ) (t);(LATIN SMALL LETTER T WITH PALATAL HOOK) (LATIN SMALL LETTER T)
01AD;0074;(ƭ) (t);(LATIN SMALL LETTER T WITH HOOK) (LATIN SMALL LETTER T)
0236;0074;(ȶ) (t);(LATIN SMALL LETTER T WITH CURL) (LATIN SMALL LETTER T)
0288;0074;(ʈ) (t);(LATIN SMALL LETTER T WITH RETROFLEX HOOK) (LATIN SMALL LETTER T)
02A6;0074 0073;(ʦ) (ts);(LATIN SMALL LETTER TS DIGRAPH) (LATIN SMALL LETTER T  LATIN SMALL LETTER S)
02A7;0074 0073;(ʧ) (ts);(LATIN SMALL LETTER TESH DIGRAPH) (LATIN SMALL LETTER T  LATIN SMALL LETTER S)
02A8;0074 0067;(ʨ) (tg);(LATIN SMALL LETTER TC DIGRAPH WITH CURL) (LATIN SMALL LETTER T  LATIN SMALL LETTER G)
03C4;0074;(τ) (t);(GREEK SMALL LETTER TAU) (LATIN SMALL LETTER T)
0442;0074;(т) (t);(CYRILLIC SMALL LETTER TE) (LATIN SMALL LETTER T)
04AD;0074;(ҭ) (t);(CYRILLIC SMALL LETTER TE WITH DESCENDER) (LATIN SMALL LETTER T)
1D1B;0074;(ᴛ) (t);(LATIN LETTER SMALL CAPITAL T) (LATIN SMALL LETTER T)
1D57;0074;(ᵗ) (t);(MODIFIER LETTER SMALL T) (LATIN SMALL LETTER T)
24E3;0074;(ⓣ) (t);(CIRCLED LATIN SMALL LETTER T) (LATIN SMALL LETTER T)
A729;0074 007A;(ꜩ) (tz);(LATIN SMALL LETTER TZ) (LATIN SMALL LETTER T  LATIN SMALL LETTER Z)
A777;0074 0066;(ꝷ) (tf);(LATIN SMALL LETTER TUM) (LATIN SMALL LETTER T  LATIN SMALL LETTER F)
FF54;0074;(ｔ) (t);(FULLWIDTH LATIN SMALL LETTER T) (LATIN SMALL LETTER T)
1D42D;0074;(𝐭) (t);(MATHEMATICAL BOLD SMALL T) (LATIN SMALL LETTER T)
1D461;0074;(𝑡) (t);(MATHEMATICAL ITALIC SMALL T) (LATIN SMALL LETTER T)
1D495;0074;(𝒕) (t);(MATHEMATICAL BOLD ITALIC SMALL T) (LATIN SMALL LETTER T)
1D4C9;0074;(𝓉) (t);(MATHEMATICAL SCRIPT SMALL T) (LATIN SMALL LETTER T)
1D4FD;0074;(𝓽) (t);(MATHEMATICAL BOLD SCRIPT SMALL T) (LATIN SMALL LETTER T)
1D531;0074;(𝔱) (t);(MATHEMATICAL FRAKTUR SMALL T) (LATIN SMALL LETTER T)
1D565;0074;(𝕥) (t);(MATHEMATICAL DOUBLE-STRUCK SMALL T) (LATIN SMALL LETTER T)
1D599;0074;(𝖙) (t);(MATHEMATICAL BOLD FRAKTUR SMALL T) (LATIN SMALL LETTER T)
1D5CD;0074;(𝗍) (t);(MATHEMATICAL SANS-SERIF SMALL T) (LATIN SMALL LETTER T)
1D601;0074;(𝘁) (t);(MATHEMATICAL SANS-SERIF BOLD SMALL T) (LATIN SMALL LETTER T)
1D635;0074;(𝘵) (t);(MATHEMATICAL SANS-SERIF ITALIC SMALL T) (LATIN SMALL LETTER T)
1D669;0074;(𝙩) (t);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL T) (LATIN SMALL LETTER T)
1D69D;0074;(𝚝) (t);(MATHEMATICAL MONOSPACE SMALL T) (LATIN SMALL LETTER T)
1D6D5;0074;(𝛕) (t);(MATHEMATICAL BOLD SMALL TAU) (LATIN SMALL LETTER T)
1D70F;0074;(𝜏) (t);(MATHEMATICAL ITALIC SMALL TAU) (LATIN SMALL LETTER T)
1D749;0074;(𝝉) (t);(MATHEMATICAL BOLD ITALIC SMALL TAU) (LATIN SMALL LETTER T)
1D783;0074;(𝞃) (t);(MATHEMATICAL SANS-SERIF BOLD SMALL TAU) (LATIN SMALL LETTER T)
1D7BD;0074;(𝞽) (t);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL TAU) (LATIN SMALL LETTER T)
03C5;0075;(υ) (u);(GREEK SMALL LETTER UPSILON) (LATIN SMALL LETTER U)
0446;0075;(ц) (u);(CYRILLIC SMALL LETTER TSE) (LATIN SMALL LETTER U)
057D;0075;(ս) (u);(ARMENIAN SMALL LETTER SEH) (LATIN SMALL LETTER U)
1D1C;0075;(ᴜ) (u);(LATIN LETTER SMALL CAPITAL U) (LATIN SMALL LETTER U)
1D58;0075;(ᵘ) (u);(MODIFIER LETTER SMALL U) (LATIN SMALL LETTER U)
1D64;0075;(ᵤ) (u);(LATIN SUBSCRIPT SMALL LETTER U) (LATIN SMALL LETTER U)
24E4;0075;(ⓤ) (u);(CIRCLED LATIN SMALL LETTER U) (LATIN SMALL LETTER U)
A79F;0075;(ꞟ) (u);(LATIN SMALL LETTER VOLAPUK UE) (LATIN SMALL LETTER U)
AB4E;0075;(ꭎ) (u);(LATIN SMALL LETTER U WITH SHORT RIGHT LEG) (LATIN SMALL LETTER U)
AB52;0075;(ꭒ) (u);(LATIN SMALL LETTER U WITH LEFT HOOK) (LATIN SMALL LETTER U)
FF55;0075;(ｕ) (u);(FULLWIDTH LATIN SMALL LETTER U) (LATIN SMALL LETTER U)
118D8;0075;(𑣘) (u);(WARANG CITI SMALL LETTER PU) (LATIN SMALL LETTER U)
1D42E;0075;(𝐮) (u);(MATHEMATICAL BOLD SMALL U) (LATIN SMALL LETTER U)
1D462;0075;(𝑢) (u);(MATHEMATICAL ITALIC SMALL U) (LATIN SMALL LETTER U)
1D496;0075;(𝒖) (u);(MATHEMATICAL BOLD ITALIC SMALL U) (LATIN SMALL LETTER U)
1D4CA;0075;(𝓊) (u);(MATHEMATICAL SCRIPT SMALL U) (LATIN SMALL LETTER U)
1D4FE;0075;(𝓾) (u);(MATHEMATICAL BOLD SCRIPT SMALL U) (LATIN SMALL LETTER U)
1D532;0075;(𝔲) (u);(MATHEMATICAL FRAKTUR SMALL U) (LATIN SMALL LETTER U)
1D566;0075;(𝕦) (u);(MATHEMATICAL DOUBLE-STRUCK SMALL U) (LATIN SMALL LETTER U)
1D59A;0075;(𝖚) (u);(MATHEMATICAL BOLD FRAKTUR SMALL U) (LATIN SMALL LETTER U)
1D5CE;0075;(𝗎) (u);(MATHEMATICAL SANS-SERIF SMALL U) (LATIN SMALL LETTER U)
1D602;0075;(𝘂) (u);(MATHEMATICAL SANS-SERIF BOLD SMALL U) (LATIN SMALL LETTER U)
1D636;0075;(𝘶) (u);(MATHEMATICAL SANS-SERIF ITALIC SMALL U) (LATIN SMALL LETTER U)
1D66A;0075;(𝙪) (u);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL U) (LATIN SMALL LETTER U)
1D69E;0075;(𝚞) (u);(MATHEMATICAL MONOSPACE SMALL U) (LATIN SMALL LETTER U)
1D6D6;0075;(𝛖) (u);(MATHEMATICAL BOLD SMALL UPSILON) (LATIN SMALL LETTER U)
1D710;0075;(𝜐) (u);(MATHEMATICAL ITALIC SMALL UPSILON) (LATIN SMALL LETTER U)
1D74A;0075;(𝝊) (u);(MATHEMATICAL BOLD ITALIC SMALL UPSILON) (LATIN SMALL LETTER U)
1D784;0075;(𝞄) (u);(MATHEMATICAL SANS-SERIF BOLD SMALL UPSILON) (LATIN SMALL LETTER U)
1D7BE;0075;(𝞾) (u);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL UPSILON) (LATIN SMALL LETTER U)
028B;0076;(ʋ) (v);(LATIN SMALL LETTER V WITH HOOK) (LATIN SMALL LETTER V)
03BD;0076;(ν) (v);(GREEK SMALL LETTER NU) (LATIN SMALL LETTER V)
0475;0076;(ѵ) (v);(CYRILLIC SMALL LETTER IZHITSA) (LATIN SMALL LETTER V)
05D8;0076;(ט) (v);(HEBREW LETTER TET) (LATIN SMALL LETTER V)
1D20;0076;(ᴠ) (v);(LATIN LETTER SMALL CAPITAL V) (LATIN SMALL LETTER V)
1D5B;0076;(ᵛ) (v);(MODIFIER LETTER SMALL V) (LATIN SMALL LETTER V)
1D65;0076;(ᵥ) (v);(LATIN SUBSCRIPT SMALL LETTER V) (LATIN SMALL LETTER V)
2174;0076;(ⅴ) (v);(SMALL ROMAN NUMERAL FIVE) (LATIN SMALL LETTER V)
2175;0076 0069;(ⅵ) (vi);(SMALL ROMAN NUMERAL SIX) (LATIN SMALL LETTER V  LATIN SMALL LETTER I)
2176;0076 0069 0069;(ⅶ) (vii);(SMALL ROMAN NUMERAL SEVEN) (LATIN SMALL LETTER V  LATIN SMALL LETTER I  LATIN SMALL LETTER I)
2177;0076 0069 0069 0069;(ⅷ) (viii);(SMALL ROMAN NUMERAL EIGHT) (LATIN SMALL LETTER V  LATIN SMALL LETTER I  LATIN SMALL LETTER I  LATIN SMALL LETTER I)
2228;0076;(∨) (v);(LOGICAL OR) (LATIN SMALL LETTER V)
22C1;0076;(⋁) (v);(N-ARY LOGICAL OR) (LATIN SMALL LETTER V)
24E5;0076;(ⓥ) (v);(CIRCLED LATIN SMALL LETTER V) (LATIN SMALL LETTER V)
FF56;0076;(ｖ) (v);(FULLWIDTH LATIN SMALL LETTER V) (LATIN SMALL LETTER V)
118C0;0076;(𑣀) (v);(WARANG CITI SMALL LETTER NGAA) (LATIN SMALL LETTER V)
1D42F;0076;(𝐯) (v);(MATHEMATICAL BOLD SMALL V) (LATIN SMALL LETTER V)
1D463;0076;(𝑣) (v);(MATHEMATICAL ITALIC SMALL V) (LATIN SMALL LETTER V)
1D497;0076;(𝒗) (v);(MATHEMATICAL BOLD ITALIC SMALL V) (LATIN SMALL LETTER V)
1D4CB;0076;(𝓋) (v);(MATHEMATICAL SCRIPT SMALL V) (LATIN SMALL LETTER V)
1D4FF;0076;(𝓿) (v);(MATHEMATICAL BOLD SCRIPT SMALL V) (LATIN SMALL LETTER V)
1D533;0076;(𝔳) (v);(MATHEMATICAL FRAKTUR SMALL V) (LATIN SMALL LETTER V)
1D567;0076;(𝕧) (v);(MATHEMATICAL DOUBLE-STRUCK SMALL V) (LATIN SMALL LETTER V)
1D59B;0076;(𝖛) (v);(MATHEMATICAL BOLD FRAKTUR SMALL V) (LATIN SMALL LETTER V)
1D5CF;0076;(𝗏) (v);(MATHEMATICAL SANS-SERIF SMALL V) (LATIN SMALL LETTER V)
1D603;0076;(𝘃) (v);(MATHEMATICAL SANS-SERIF BOLD SMALL V) (LATIN SMALL LETTER V)
1D637;0076;(𝘷) (v);(MATHEMATICAL SANS-SERIF ITALIC SMALL V) (LATIN SMALL LETTER V)
1D66B;0076;(𝙫) (v);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL V) (LATIN SMALL LETTER V)
1D69F;0076;(𝚟) (v);(MATHEMATICAL MONOSPACE SMALL V) (LATIN SMALL LETTER V)
1D6CE;0076;(𝛎) (v);(MATHEMATICAL BOLD SMALL NU) (LATIN SMALL LETTER V)
1D708;0076;(𝜈) (v);(MATHEMATICAL ITALIC SMALL NU) (LATIN SMALL LETTER V)
1D742;0076;(𝝂) (v);(MATHEMATICAL BOLD ITALIC SMALL NU) (LATIN SMALL LETTER V)
1D77C;0076;(𝝼) (v);(MATHEMATICAL SANS-SERIF BOLD SMALL NU) (LATIN SMALL LETTER V)
1D7B6;0076;(𝞶) (v);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL NU) (LATIN SMALL LETTER V)
026F;0077;(ɯ) (w);(LATIN SMALL LETTER TURNED M) (LATIN SMALL LETTER W)
02B7;0077;(ʷ) (w);(MODIFIER LETTER SMALL W) (LATIN SMALL LETTER W)
0461;0077;(ѡ) (w);(CYRILLIC SMALL LETTER OMEGA) (LATIN SMALL LETTER W)
047D;0077;(ѽ) (w);(CYRILLIC SMALL LETTER OMEGA WITH TITLO) (LATIN SMALL LETTER W)
051D;0077;(ԝ) (w);(CYRILLIC SMALL LETTER WE) (LATIN SMALL LETTER W)
0561;0077;(ա) (w);(ARMENIAN SMALL LETTER AYB) (LATIN SMALL LETTER W)
1D21;0077;(ᴡ) (w);(LATIN LETTER SMALL CAPITAL W) (LATIN SMALL LETTER W)
24E6;0077;(ⓦ) (w);(CIRCLED LATIN SMALL LETTER W) (LATIN SMALL LETTER W)
A761;0077 0079;(ꝡ) (wy);(LATIN SMALL LETTER VY) (LATIN SMALL LETTER W  LATIN SMALL LETTER Y)
FF57;0077;(ｗ) (w);(FULLWIDTH LATIN SMALL LETTER W) (LATIN SMALL LETTER W)
1D430;0077;(𝐰) (w);(MATHEMATICAL BOLD SMALL W) (LATIN SMALL LETTER W)
1D464;0077;(𝑤) (w);(MATHEMATICAL ITALIC SMALL W) (LATIN SMALL LETTER W)
1D498;0077;(𝒘) (w);(MATHEMATICAL BOLD ITALIC SMALL W) (LATIN SMALL LETTER W)
1D4CC;0077;(𝓌) (w);(MATHEMATICAL SCRIPT SMALL W) (LATIN SMALL LETTER W)
1D500;0077;(𝔀) (w);(MATHEMATICAL BOLD SCRIPT SMALL W) (LATIN SMALL LETTER W)
1D534;0077;(𝔴) (w);(MATHEMATICAL FRAKTUR SMALL W) (LATIN SMALL LETTER W)
1D568;0077;(𝕨) (w);(MATHEMATICAL DOUBLE-STRUCK SMALL W) (LATIN SMALL LETTER W)
1D59C;0077;(𝖜) (w);(MATHEMATICAL BOLD FRAKTUR SMALL W) (LATIN SMALL LETTER W)
1D5D0;0077;(𝗐) (w);(MATHEMATICAL SANS-SERIF SMALL W) (LATIN SMALL LETTER W)
1D604;0077;(𝘄) (w);(MATHEMATICAL SANS-SERIF BOLD SMALL W) (LATIN SMALL LETTER W)
1D638;0077;(𝘸) (w);(MATHEMATICAL SANS-SERIF ITALIC SMALL W) (LATIN SMALL LETTER W)
1D66C;0077;(𝙬) (w);(MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL W) (LATIN SMALL LETTER W)
1D6A0;0077;(𝚠) (w);(MATHEMATICAL MONOSPACE SMALL W) (LATIN SMALL LETTER W)
00D7;0078;(×) (x);(MULTIPLICATION SIGN) (LATIN SMALL LETTER X)
02E3;0078;(ˣ) (x);(MODIFIER LETTER SMALL X) (LATIN SMALL LETTER X)
0445;0078;(х) (x);(CYRILLIC SMALL LETTER HA) (LATIN SMALL LETTER X)
1541;0078;(ᕁ) (x);(CANADIAN SYLLABICS SAYISI YI) (LATIN SMALL LETTER X)
157D;0078;(ᕽ) (x);(CANADIAN SYLLABICS HK) (LATIN SMALL LETTER X)
166E;0078;(᙮) (x);(CANADIAN SYLLABICS FULL STOP) (LATIN SMALL LETTER X)
